485165195.4098,13363393.7874,4623681.5057,0.0000,9783.2295,0.0000,0.0000,16.8803,0.0000,45147081.8136,0.0000,3.4869,7.3411,0.0000,0.0000,0.0000,78918.9839,0.1888,0.0000,0.0005,91964.1711,0.0000,0.0000,652877.1597,7917887.1024,4462754.8522,0.1451,156.9229,0.0000,28491807.7269,60631145.3063,476022.9291,0.0015,0.2563,0.0714,4018236.5085,214.8852,0.0000,0.0000,97421904.1563,262742.6413,7903390.3645,1.1264,56895010.7299,24133651.8835,0.2816,0.0000,0.0000,0.0001,2.5793,11388428.8284,0.0000,0.0000,36031588.8383,0.0000,33853031.5506,79603675.8024,2144.7745,1055.5473,6892131.6756,15.5894,11.0536,0.0000,0.0000
13363393.7874,485165195.4098,72756536.4725,0.0000,19156082.0982,0.0000,0.0000,0.0416,0.0016,156831873.4530,0.0000,1.3386,139688.5819,0.0000,0.0000,0.0000,60832.0424,7057.6275,0.0000,0.0000,1710151.1970,0.0000,0.0000,59.2170,174255500.4623,471949.0309,0.0000,2437.6335,0.0000,1711203.2776,744807.1504,74363635.9478,0.0000,0.0054,0.0000,4164106.1430,16.1533,0.0000,0.0000,7468064.1956,9256110.4431,3390892.7451,8.1428,5677026.1269,52772975.0574,2.7295,0.0000,0.0000,1.5157,7722.4688,84160.4054,0.0000,0.0033,174244.6485,0.0000,107969500.8313,11111850.4628,1287567.2537,4.9091,244591531.6836,0.0667,2441.5071,0.0000,0.0000
4623681.5057,72756536.4725,485165195.4098,0.0000,4797138.4193,0.0000,0.0000,0.0022,0.0014,265955424.5086,0.0000,0.0409,4955.1858,0.0000,0.0000,0.0005,5172533.1176,1352.0483,0.0000,0.0000,45141.7690,0.0000,0.0000,668.3241,221061811.8795,229890.3506,0.0009,114.1394,0.0000,15515843.7870,4343147.4112,163506827.7935,0.0000,0.0002,0.0001,240408.7947,913.9498,0.0000,0.0000,7359120.5757,67559852.7096,25153419.0610,0.1380,23983367.5471,190289903.7448,0.0424,0.0000,0.0000,0.1046,15518.1770,9769.2482,0.0000,0.0027,214467.8895,0.0000,235948696.7260,41850107.4561,36102.3716,0.5884,15113952.0319,10.4161,63667.5746,0.0000,0.0000
0.0000,0.0000,0.0000,485165195.4098,0.0000,166684440.7000,10385332.3364,20.7925,33309.7054,0.0000,410650153.6819,29.6252,0.0576,38572353.1641,132920535.1224,1079.1074,0.0000,0.3200,719844.5679,43096.2442,0.0000,6415253.0899,190572898.8555,0.0000,0.0000,0.0000,9.9636,0.1355,135295060.1188,0.0000,0.0000,0.0000,9277.8399,1280.5764,21.6335,0.0000,0.0001,5338049.9417,79291613.4640,0.0000,0.0000,0.0000,61.0577,0.0000,0.0000,292.0596,123697655.3023,6302.4145,8874.4122,0.0015,0.0000,185753790.3259,35463.6279,0.0000,2787757.0546,0.0000,0.0000,0.0012,0.3901,0.0000,0.0017,0.0002,231763414.0590,194008018.7491
9783.2295,19156082.0982,4797138.4193,0.0000,485165195.4098,0.0001,0.0000,0.1065,0.0493,2961907.6424,0.0000,177.1752,48016723.0986,0.0000,0.0000,0.0000,18088.8102,3725596.6811,0.0001,0.0000,10068845.4160,0.0010,0.0000,0.0229,10495998.6794,143954.1978,0.0000,447128.9177,0.0004,2072.4545,866.1564,5979499.0805,0.0000,0.1891,0.0000,1341035.7246,0.0087,0.0000,0.0000,85576.0397,149052.6549,2629.9700,4034.3391,10966.2616,242327.1445,1676.4836,0.0017,0.0000,6985.3289,3827.0785,1953.1972,0.0019,0.2403,1102.8993,0.0000,1738866.9201,37146.4152,93537360.6589,9.9365,35851100.2971,0.0001,269.7618,0.0000,0.0010
0.0000,0.0000,0.0000,166684440.7000,0.0001,485165195.4098,2751110.0083,0.0402,2691000.5228,0.0000,63367843.5102,0.2513,0.7525,20623493.3415,397446290.0202,30629.8710,0.0000,20.2656,1914556.4194,478.1395,0.0000,1377994.3910,10661602.1572,0.0000,0.0000,0.0000,1.6558,0.0103,57330317.0368,0.0000,0.0000,0.0000,157.8872,4.1981,2.0129,0.0000,0.0013,97384.6109,49782401.7867,0.0000,0.0000,0.0000,1.9002,0.0000,0.0000,10.7241,363849070.2308,15608.9323,125852.5916,0.8608,0.0000,247163605.8069,4742631.6885,0.0000,6053957.4443,0.0000,0.0000,0.0017,0.0013,0.0000,0.0069,0.0847,62000518.3947,337685667.0656
0.0000,0.0000,0.0000,10385332.3364,0.0000,2751110.0083,485165195.4098,1.5826,2056.7774,0.0000,9482281.6745,0.0179,0.0000,332231188.0241,11548930.7763,588080.3746,0.0000,0.0001,133801.5412,129571.8136,0.0000,123895.9345,19464592.9353,0.0337,0.0000,0.0000,664455.0168,0.0000,608875.8235,0.0000,0.0000,0.0000,10639575.1970,9.1099,330809.4933,0.0000,1.7058,56315654.3021,207506892.3416,0.0000,0.0000,0.0000,0.0035,0.0000,0.0000,0.0129,311973.2637,343932.9590,0.1799,0.0010,0.0000,361661.7564,1022.4240,0.0000,159755218.2340,0.0000,0.0000,0.0000,0.0203,0.0000,234.8581,0.0057,129355630.4181,464016.3578
16.8803,0.0416,0.0022,20.7925,0.1065,0.0402,1.5826,485165195.4098,0.0000,0.0632,233.9210,47709452.3812,0.0912,0.3961,0.0171,0.0000,0.1622,0.0002,0.0431,203185.8009,8192.6924,116.4241,2662.2822,589.1316,0.0166,53499.8984,0.7759,208661.9294,25.9652,0.0833,6.1598,0.0000,3242.3986,184955939.5026,12.1132,12612.5902,0.0000,11890.4866,0.4292,237.9689,0.0000,0.0004,2606791.2311,0.4934,0.0032,1515156.8212,0.1008,0.0044,0.0200,0.0000,372584.0499,1.0757,0.0000,9749.3061,0.0029,0.0436,0.7889,81.7263,139559322.9205,2.2532,0.0001,0.0000,10.1334,0.4873
0.0000,0.0016,0.0014,33309.7054,0.0493,2691000.5228,2056.7774,0.0000,485165195.4098,0.0001,4387.8647,0.0001,35.8304,28157.4660,2782464.4704,479042.3791,0.0002,875.4391,63521.5674,0.0272,0.0000,3080.4291,267.9129,0.0000,0.0006,0.0000,0.0780,0.0003,26246.9002,0.0000,0.0000,0.1237,0.0516,0.0001,0.1016,0.0000,6.0120,2.2130,72211.9945,0.0000,0.2441,0.0013,0.0019,0.0000,0.0005,0.0123,1953006.5359,13452.3900,74301.5628,81866.5381,0.0000,279490.9753,117733686.1952,0.0000,182621.8852,0.0001,0.0000,0.0089,0.0000,0.0006,1.1787,6305.1360,15018.9628,776824.8025
45147081.8136,156831873.4530,265955424.5086,0.0000,2961907.6424,0.0000,0.0000,0.0632,0.0001,485165195.4098,0.0000,0.3839,2108.4100,0.0000,0.0000,0.0001,1749288.9863,187.1593,0.0000,0.0000,278584.3738,0.0000,0.0000,6514.1488,295446966.5774,2287569.9491,0.0010,400.0295,0.0000,33470782.0591,21250512.8432,69620537.1223,0.0000,0.0036,0.0002,3011485.6785,300.6741,0.0000,0.0000,57246566.7254,24197348.9367,29782421.3948,0.7561,80641619.4546,262023897.0718,0.1776,0.0000,0.0000,0.0137,1087.0033,251283.6295,0.0000,0.0001,2943205.7023,0.0000,395213005.8214,135323365.5217,71357.7850,11.7731,49502420.3792,4.0665,3374.1095,0.0000,0.0000
