485165195.4098,5523.8036,1629296.0715,0.0282,0.2084,0.0141,4566.4041,0.0683,0.0000,0.0066,0.0007,0.0178,0.0003,0.4812,0.3744,0.1929,5.0611,0.6498,26.5417,7873.4821,13595.7815,0.0008,254.6364,0.2702,80460.8703,20.5231,134224.6586,23394.8284,2032.1594,3.7438,0.0494,0.0093,287.1263,0.0008,524.1171,0.0000,0.0125,0.0319,2403.3759,0.7029,0.0008,11313.7226,0.0000,1466958.9038,149.5271,0.0026,0.0018,0.2055,34.1452,0.0057,0.0025,0.0000,152.4633,659.5264,14.3250,16.0384,3.9919,40774.5979,21.1327,0.8563,83.8034,265143.6205,95.7592,0.9809,0.0792,0.4846,810.6595,39391.5994,0.0006,0.0504,0.0275,436216.1148,11.7178,0.0014,0.0099,9.2680,0.0084,0.3977,0.0001,0.0154,142641.9423,4.3139,62565.7696,53.9410,0.6302,0.0005,0.0000,0.0159,0.0043,1.1896,0.0136,0.0029,0.1887,0.0004,65.0963,0.0000,0.0001,0.0041,193.2665,0.0000,0.0000,0.7530,11.0427,0.0079,0.0085,510.4889,713872.5846,0.0913,773.8210,3139.0664,1.0346,0.0038,9352.5961,614.2395,0.0028,633.5108,374.3883,3.2802,725149.5705,0.0000,1452.9619,1.8074,0.0095,0.0789,0.0052,0.0014,512.6060,0.0018
5523.8036,485165195.4098,0.7055,0.0003,44115.0512,907.4992,2293.8278,9.6522,0.1996,0.0001,0.0760,2.9566,70.1074,1496.9002,0.0576,42.7507,0.0236,5999029.7350,63995.8613,153400.6331,11.1668,0.0012,7645.4645,1.1660,44.7558,86837.0718,26667.9694,2205838.1547,398402.7123,0.0000,27.7672,42855.7588,39240.5546,690.7182,22574.0711,0.0158,97.4347,4.4264,47164.4248,0.7118,0.0000,8204.5632,0.0029,59722.3922,235258.6470,0.0007,1.9095,1335.7147,700.9020,0.0067,647.9702,0.0001,0.8446,1589607.7498,0.0083,201646.3910,0.2631,60023.3067,144827.1388,58.8779,85414.2667,12.2991,686.6970,3.3015,6.1071,18438.1695,1748.8013,23742354.6694,0.0001,2.1868,0.0002,39.6054,0.0786,0.0000,0.0001,62561.2702,0.0046,15.4037,0.0000,1.7542,24840117.5439,7760.0144,34873753.0477,60332.5659,163.7265,6.7747,0.0013,9318.0962,0.0331,205.8316,13.7063,0.0028,0.0161,1.5981,1393027.1219,0.0000,0.0000,0.0180,9558098.8696,7.5762,0.0000,6964.4706,10.8644,1.6607,0.7974,444.6339,4627.7240,530.2343,766.6792,33165829.0266,6395897.2058,0.2663,0.3234,10679272.7895,6.9123,147.0183,0.6955,114.5530,516426.4504,0.0001,31161004.1134,0.0159,665.4090,10561.8930,0.0000,15.3316,9968.0649,0.0020
1629296.0715,0.7055,485165195.4098,0.0670,0.0001,0.0000,227.7243,0.0001,0.0000,0.0253,0.0000,0.0001,0.0000,0.0011,0.0060,0.0005,592.1295,0.0004,0.0411,0.5529,18.4133,0.0002,16.9434,0.3770,32704.5512,0.0266,636.2351,204.2969,5.7459,286.4793,0.0004,0.0000,0.5166,0.0000,44.6260,0.0000,0.0036,0.0024,10.1580,0.0006,0.0401,9.1201,0.0000,813.7562,0.1505,0.0002,0.0000,0.0006,1.1723,0.0022,0.0076,0.0686,1.6506,0.0327,377.5811,0.0068,0.0845,0.8419,2.2429,0.0016,0.0441,227.5207,0.1535,2.5314,0.0000,0.0007,3.3502,1.6927,0.0002,0.0003,12.2053,182127.4480,1.8003,0.0814,0.0126,0.0088,0.0001,0.0562,1.6227,0.0001,100.1256,0.0019,84.6021,0.0276,0.0003,0.0018,0.0000,0.0000,0.0008,6.2505,0.0003,0.0178,0.0218,0.0000,0.0605,0.0009,62.0271,16.0808,0.0091,0.0000,0.0000,0.0682,0.0059,0.0000,0.0000,46.6996,3329.1988,0.0000,0.9725,1.7517,0.0037,0.0011,6159890.7931,0.0098,0.0000,1.0389,396.4330,0.0013,10208.2389,0.0000,0.3782,0.3445,0.0000,0.0000,0.0193,0.0166,2.6215,0.6264
0.0282,0.0003,0.0670,485165195.4098,3.9642,29.9819,1.1062,5.1772,3334.6350,1695290.5820,221.3951,152.4612,25.0780,22.7140,185719.1671,10.2777,169.2790,0.1624,0.0867,1.4565,615.4329,935712.5645,0.0257,6.7446,84.1198,0.0051,0.1144,0.0001,0.0215,1.0084,891.9513,0.0249,5.1092,10.1465,0.0013,17985.0545,0.0001,90760.3325,0.0083,272.3597,5580600.0942,0.0432,1036300.5401,0.0007,1.9187,977730.9057,15510.1540,3389.2661,18.4028,219.4139,0.0000,356.6303,221.4932,0.1545,2.5537,0.0004,4225.0362,28.8967,0.0089,8156.0489,0.1146,21.6391,1198.9328,2182.6712,563.1870,5.7698,0.0009,0.0001,508.5131,29195.7876,0.0006,0.0004,430.3993,1253361.4748,7683.4174,0.0013,1572412.6670,3070.5184,0.4198,21.4877,0.0000,786.0336,0.0010,6.0401,1.0626,396.2597,287626.6885,0.0009,3721187.1641,0.0004,181494.8749,198665.7267,33406.8767,50539.3834,0.0000,107992.3861,4.3048,0.0001,0.0126,145.1641,651.5547,1.6321,82.7248,330414.9667,0.8588,5.4238,4.8088,2.3827,0.0001,0.0009,0.0001,17.7860,0.1260,0.4705,0.1939,24762.8409,6.8448,1161.5350,0.0005,967.3011,0.0250,3985.6278,24.5570,704.1337,263643.0577,0.0724,46.6801,137018.6910
0.2084,44115.0512,0.0001,3.9642,485165195.4098,1833.2545,6539.3382,359300.4989,14041.6564,0.1183,13139.5319,5208.8634,97540.7693,121.6333,339.4302,8975962.7661,0.1597,454768.7921,546340.6316,362207.5065,131.2095,4943.5396,4.6346,102.7722,162.9967,946.7332,16.4214,1042.5084,14.9129,0.0000,71.1761,690023.0975,2613229.3614,2509.2357,43745.8851,127294.5274,11.8347,10596.1648,48.6457,184864.9844,0.0323,286556.8162,214.8451,44.8595,6280.7093,19.5644,2133919.8366,14445.0063,41917.5740,9416.1121,3655.5420,0.0124,13457.7794,2597464.4441,0.0052,13582.8591,2856.5188,15040.8477,97290.3073,14014007.2259,8327.9251,687.5899,41159.3480,7875.6423,142432.8224,1984173.7122,191.2739,68088.4071,4.5034,272549.9217,0.0000,0.0004,32.6557,0.5072,1.3003,4.3057,797.2582,325.6425,0.0000,1633657.6043,25.8134,635.8341,7438.8302,1128905.7856,158391.2546,33597.3401,8763.3282,60.1174,276.8151,0.5231,177278.4422,4.1973,0.2444,13842.4617,59488.3729,2.6267,0.0007,0.0000,16043109.0087,730948.6128,0.3230,143125.4510,14176.1160,321182.4052,194113.8690,4657.4952,73.3041,419152.8148,813.5881,5199.0261,42563.6621,56.4076,0.0006,2061852.7374,15552.6176,25800.5723,0.0272,4317044.9946,5.5845,334.2962,119539.7065,1522.5279,40139962.7354,1198250.6479,0.1941,13.3147,6.6487,21.2418
0.0141,907.4992,0.0000,29.9819,1833.2545,485165195.4098,0.2695,37.5261,84.0250,136.7216,38.6813,19937.7682,433.1787,3256.0415,49.8069,8.7427,0.0148,3812.0152,1.3188,998.6688,0.4815,191.4565,98.4418,0.1624,0.0999,1510.4507,0.8009,0.7533,95.9623,0.0029,9501.3225,27764.0074,128.1985,2932.1402,0.0461,28.2413,3.9193,309.4931,2.5737,23.2431,3.5851,0.1743,10549.5934,0.0398,30157.4532,1491.7852,8437.9771,805.5328,3.4651,0.2072,0.0432,1.9540,0.0271,4392.2235,0.1728,731.4742,0.0509,211.0420,33.5778,360.5767,21.7101,0.0160,3326.5705,0.2584,18011.3991,399.5006,8.3138,49.8061,7.2810,304.4245,0.0032,0.2309,0.0498,0.0650,0.3456,9552.8735,6604.4722,334.0571,0.0015,9.1064,7.2138,48456.9238,2.5885,177.7386,2556.2191,156.3641,328.5509,83351.0831,946.3078,0.9838,152.8966,0.3495,17.6871,39756.2697,1.6196,9.0542,0.0000,0.0165,1470.8355,637.8081,14.9725,2.2595,43.1830,1774.0192,6.2876,0.7225,5.8130,27944.8791,0.1432,35.4609,2968.0264,0.0299,0.0000,9225.3403,928.2959,656.4722,0.1405,759.6505,2.8750,0.2945,8479.5013,1.2148,105.2997,60794.4801,16.4463,0.0496,1033.8314,0.4704
4566.4041,2293.8278,227.7243,1.1062,6539.3382,0.2695,485165195.4098,12176.0363,23.6903,0.0301,66.0515,0.5541,27.9174,52.6158,8.9615,37577.1378,477076.5320,824.3324,458418.0164,71335.6425,107419.6036,10.6160,0.0896,0.0013,130180.5651,1.1961,4.7225,724809.1243,3018.9399,0.0000,2.4103,0.2298,681522.1991,2.5295,8873.1784,385.9644,0.0001,732.7662,48.3883,4908.9566,0.0182,198288.6878,0.2800,610.7290,744.8794,0.0006,22.6092,45.3030,914.4962,47.4276,1020.6152,0.0171,93051.8916,11096.0103,0.0010,5117.4288,1479.1583,1172.8221,3566759.8505,508.5746,535775.4278,35703.3977,39045.9054,8791.6868,13.2970,3920.4208,0.4098,65506.4074,0.0077,136.4876,0.0007,0.0247,180165.9747,0.0613,0.0976,0.0018,0.0319,0.3559,0.0001,5893.9090,20.3736,0.4453,76940.5378,36574.5340,7.1343,13565.2863,6.3416,0.0003,12.2683,391.8783,726.2817,524.6642,1.5286,5.2934,3363.1906,0.0088,0.1101,0.0000,24345.1745,1.2774,0.0054,105423.4717,20905.0934,20.8267,30.5089,32728934.8265,5273311.6564,213.3844,246.7524,31711.3981,6.6538,0.5112,41394.0718,683.4077,25.6451,167199.6566,0.0322,1737.1348,79.2633,1.8037,44104.9360,66730.8658,8129.8029,2.6439,1.7831,0.0617,23.8424,227.4990
0.0683,9.6522,0.0001,5.1772,359300.4989,37.5261,12176.0363,485165195.4098,193312.5085,8.3120,321745.2754,65615.9659,115052.6912,877.6388,7134.8074,15538435.9394,42.3882,922.7673,33231.1546,81656.1775,1486.4758,192076.0645,0.0263,1.0952,17.1420,54.8166,0.4076,189.2723,0.4205,0.0000,608.4809,21189.9270,135595.8405,3352.4442,1167.1658,486478.5459,0.3628,30281.7151,25.1016,9537360.4663,12.5023,63822.1342,271.3399,13.5818,890.0553,14.4971,960225.1214,1323.6092,920.3453,34788.7841,747.8385,5.4495,1646832.0372,3413.7329,0.0026,4245.0932,25598.0776,1178.9313,381.4936,173370.5435,9081.1857,6645.9587,112372.8228,1040.6254,3115807.5467,554491.3341,169.5947,1415.3085,78.8586,109442.4514,0.0000,0.0001,111932.2045,1.0628,6620.1793,0.0219,427.0572,0.1264,0.0002,26021685.6404,0.1039,27.8483,26.6609,3933.3317,557823.1062,7566.3782,56862.5879,0.0920,652.1796,0.9193,41679.3871,181.6133,256.2110,2631.3324,10076.1207,7.0073,0.0097,0.0000,97874.4208,239334.7378,26.3999,25359.3886,10407074.7046,20976.1784,3089619.0080,7462.1232,557.9982,982167.5758,183490.2578,146.8045,28.1785,2804.0108,0.0016,4777.6985,1387508.8556,11396.3480,0.1150,217754.0632,0.1209,20487.0169,1003.3039,485040.7479,7161193.0347,533.2472,444.6592,0.2575,0.4909,74.2995
0.0000,0.1996,0.0000,3334.6350,14041.6564,84.0250,23.6903,193312.5085,485165195.4098,3011.8280,5980050.4380,61189.1004,5202345.5411,19036.0340,3322.5901,48715.2510,47.2209,15920.6162,2625.0698,31.8236,61.6512,281639.3316,0.0001,0.2798,0.3191,8.8544,0.0011,0.0910,12.0770,0.0000,5741.9219,607.9963,371.0975,694729.7983,3.3172,2800905.5893,0.2840,1035338.2366,2.0076,16667.7613,160.8938,8.6361,2720772.6520,0.0100,14.3195,727.4214,28128.5210,1337273.2326,388.1253,60243.6346,438.1277,520.2770,1095.7077,10.6227,0.0001,4.7178,4881.3362,6.1764,9.7728,5363.6392,1222.5795,1.7948,404.5726,16.0872,5711.8297,14511.0052,0.0061,0.4854,116.7960,332437.9590,0.0014,0.0000,129.9229,2610.4823,9317.6446,0.0031,5627.1217,145.5770,0.1569,166692.9822,0.0001,834.7788,0.4685,907.5305,445.9243,117912.6041,396887.1121,1.2036,3144411.1297,0.0660,1985023.6888,542904.4123,22920.4575,8497264.7678,34.9956,34157.9174,3.4894,0.0010,24.9460,1260184.2438,62298.2195,30019.6671,10064.5311,1727988.8478,8357.0038,16.7627,0.6632,9245.3605,0.1501,3.2294,1.7920,201378.8254,0.0006,14.3344,1084.6457,208.6741,0.0027,16665.7676,0.0001,3665792.6933,21.8494,162.2074,1238312.8605,3247.6789,39682.8333,341.1266,1.7058,1986.1272
0.0066,0.0001,0.0253,1695290.5820,0.1183,136.7216,0.0301,8.3120,3011.8280,485165195.4098,15658.0294,24760.7882,1313.1857,673.8266,2003179.6090,0.6262,22.1475,0.0290,0.0012,10.5630,192.3722,1883871.0896,0.0003,0.3006,156.8795,0.0018,0.0056,0.0001,0.3987,5.8818,69646.8677,0.1666,0.2194,378.0308,0.0014,1099.9937,0.0004,243577.5783,0.0134,8.4823,1708863.9658,0.0044,1702253.2047,0.0018,37.6389,820569.6464,281.8934,2956.5830,48.3517,4.5602,0.0000,22981.2187,16.7715,0.0025,0.1120,0.0012,3542.3643,2.3206,0.0040,19.8241,0.0866,1.5723,5929.6325,5.3301,94.4294,2.0576,0.0014,0.0002,6021.3882,2073.6345,0.0436,0.0022,5.8382,111031.3137,307672.6322,0.0007,914718.4778,1.5393,15.2745,12.5820,0.0000,335.7488,0.0003,0.0021,0.2920,424.7198,2058.3761,0.0730,7579336.0362,0.0000,10949.5393,141498.4656,627280.5210,875800.6041,0.0004,1033789.5356,5.1673,0.0803,0.0027,789.1782,6586.8627,0.1484,4082.8945,807.0964,1.0562,0.3416,0.4723,11.9215,0.0005,0.0005,0.0003,1383.5690,0.0082,0.0208,118.3650,10192.9148,0.5826,42.4206,0.0004,1826.7597,0.0823,80.6619,1.1211,83.5357,3810593.9370,0.3606,0.0832,202.8579
