485165195.4098,37868.1041,0.0029,11.9285,32.1347,9026015.6106,0.0822,0.4881,145.5437,40321.7303,69.5587,15899.8123,0.0039,968.6402,0.0251,34.0262,0.0003,0.1460,0.3176,0.0001,2431.9643,0.1151,233.3704,0.0971,0.0069,12.4122,0.1301,0.1580,140.7107,0.3225,39573.6827,525.4011,28548561.4659,179232.5410,5.1664,0.0241,0.0481,342175.0503,0.2727,1.3136,4478.7910,861.0971,0.0008,0.0325,0.0027,0.0001,24681.7587,1899491.0121,733.2278,294.2390,12.4432,0.3323,0.0000,19.4917,431059.6390,13607871.7962,3.6048,0.0003,0.0051,761832.4461,80.0464,0.0108,3.9081,6.9477
37868.1041,485165195.4098,0.0038,3536.8486,22809.0743,664683.7497,0.1309,0.0010,41836.3318,1.0777,4730662.2900,10989.8178,47.0737,16.0495,2761.0174,5.3209,906.8245,1431.4766,22.5664,0.2488,8713.6432,20617.0819,6509599.4391,0.0001,84.1127,5.9657,213.9042,14258.9005,31.8120,0.0002,566600.8871,308967.8813,118924.7023,216816.7144,36578.4451,225.6910,0.7992,11406019.8023,0.0159,1007.5516,395759.5103,616539.3825,5.5540,0.0000,0.0808,102.8957,54885.2153,263108.9600,4.9463,1037294.4989,1.3368,45348.8485,0.0001,5721.7544,2337.4285,6657750.3814,42.1454,3.1900,11.7647,26539361.7988,4803.7547,6.5658,3.6086,163667.9385
0.0029,0.0038,485165195.4098,5317.4456,0.0018,0.0262,517893.2617,55024.2779,0.1107,11.0185,0.3574,0.0000,105928.6148,0.0000,2105.5067,0.6938,54813.4385,60.1416,25384.6729,720.7427,3.5057,15.7939,4.4166,0.1487,203433.2591,78574.7261,0.0004,9.5480,0.0153,0.0001,0.0000,0.0109,0.0000,1.7413,23986.8811,153479.2789,16538.4809,0.1042,3.9636,38579.8022,0.1751,7.5131,2167196.0068,337.3697,5277264.9237,37.8303,0.0000,0.0005,29281.8389,0.1285,152.6334,73.8028,202875.8347,1371.4059,0.0001,0.0002,0.0145,2.3251,0.0002,0.1378,25.1340,236913.9163,0.0016,12.6416
11.9285,3536.8486,5317.4456,485165195.4098,2177.2098,140.6153,8413.5046,3.0433,5877.6814,0.4968,22565.3190,7.1298,905930.1060,0.0001,7454.9082,1.9344,282075.9376,125287.4976,35374.2892,141.6160,3024.7428,1075940.6560,1314091.8734,0.0000,592293.0332,16203.1061,9.8561,4716271.4824,0.5242,0.0000,2.3528,912.2770,0.9469,785.7937,1902840.7065,24882.7261,159.6946,13941.8033,7.9242,5541508.6655,582704.1355,18145.0476,2173773.8007,0.0003,1648.8263,62.0863,38.0296,57.1301,11.6498,18992.1494,264.7609,1611438.9406,1.8973,15001.8990,3.2405,10.7361,140.4358,18800.4870,0.0131,7987.4713,13031.6830,7042.7231,10.1049,55515.1001
32.1347,22809.0743,0.0018,2177.2098,485165195.4098,2597.0993,0.0002,0.0000,50.7690,0.0069,3064885.0024,17575194.6882,53.8600,6792.7941,236.5334,2850.2461,9.9977,4354.3724,559.2985,0.0002,15.6953,1513718.3275,138883.2440,0.0000,0.0579,0.0911,3880804.7299,234710.6693,0.0143,0.2131,9280139.5964,71299186.8575,29474.0206,0.0326,127.9080,0.4215,236.1680,3369.0673,0.8537,166.2910,6357768.8251,156732.4482,0.2210,0.0000,0.0005,10.0640,4881837.5570,3355.1705,0.0000,86896.1735,7.7174,49290.7144,0.0004,94322.2780,131833.2699,8624.2098,83238.5768,206349.7685,715.5469,1314.6137,1344.3219,0.0127,840934.8937,65650.0888
9026015.6106,664683.7497,0.0262,140.6153,2597.0993,485165195.4098,4.2189,2.9466,0.6401,287675.2936,9392.0287,21346.9145,30.0348,10.4528,489.7287,91909.3771,0.1708,2.0127,11.1887,0.0000,1100.1118,48.6322,128694.8569,0.0000,1.4290,6637.1959,0.0815,20.5239,0.0088,0.0002,1025769.3740,257011.7254,1612988.2977,4124.7565,10350.9082,128.7038,579.7707,249503.2916,106.7049,1000.1331,40981.3839,2019510.9269,0.1954,0.0349,0.0174,0.0011,7103.5879,13264.6901,479.6791,78.1184,4596.8196,26.3589,0.0000,17669.7674,9563.7178,3355592.4957,311.8376,0.1963,0.0007,3226655.0855,309064.0152,25.2438,11.6367,56.7943
0.0822,0.1309,517893.2617,8413.5046,0.0002,4.2189,485165195.4098,17498908.4541,0.0185,7923.8567,0.0347,0.0000,1262560.2061,0.0000,12387.8433,40.9791,10735.4563,11.2156,45.1785,4593.8637,0.4325,3.5420,168.0466,0.0010,18110303.5068,6771867.4211,0.0000,100.9491,0.0007,0.0000,0.0000,0.0044,0.0000,90.0612,47614.2031,833642.7133,2490.5223,1.8940,23596.9238,1519160.3826,0.0668,5.3507,9776358.5739,2464.6878,54544.4610,0.2108,0.0000,0.0002,74630.7445,0.0033,137841.5278,30.4965,78263.5235,7.4855,0.0000,0.0006,2.4497,20.3648,0.0000,11.9410,40066.5341,75647883.0366,0.0015,0.1149
0.4881,0.0010,55024.2779,3.0433,0.0000,2.9466,17498908.4541,485165195.4098,0.0001,602361.6746,0.0000,0.0000,2078.0763,0.0000,36.4999,16.2182,4.4991,0.0073,1.3991,103.6621,1.0759,0.0008,0.0315,2.9880,16788.9236,2285135.0310,0.0000,0.0028,0.0021,0.0002,0.0000,0.0000,0.0001,12.0299,238.1162,17753.0557,448.9200,0.0036,40681.3450,283.8747,0.0001,0.1960,9420.3770,6106689.8446,8242.4624,0.0039,0.0000,0.0000,1828562.9548,0.0000,5170.9864,0.0064,29568.6563,0.1080,0.0000,0.0003,0.0077,0.0065,0.0000,0.0689,102.2368,747233.0449,0.0000,0.0000
145.5437,41836.3318,0.1107,5877.6814,50.7690,0.6401,0.0185,0.0001,485165195.4098,0.0000,8964.8161,11.6093,0.0872,45.7931,0.0314,0.0000,1297.4290,30671.7195,1.5874,4978.3780,7243.3079,118.9764,608.7226,8.8100,45.5352,0.0014,1649.6825,1558.8146,11940257.0734,0.1928,8.8372,4.4799,209.9465,981370.4233,21.6382,0.0586,0.0000,250349.8814,0.0000,3.8040,5805.3941,4.0076,10.7801,0.0000,3.9830,31661.2487,1988.2483,1078003.9397,1.2167,29546322.3017,0.0000,62005.9115,0.0004,2.0226,238.7431,3764.0689,0.0150,0.4580,21899.9066,26670.8531,0.0047,0.0105,0.0571,78086.8280
40321.7303,1.0777,11.0185,0.4968,0.0069,287675.2936,7923.8567,602361.6746,0.0000,485165195.4098,0.0033,0.4974,28.3231,0.0037,36.9770,149063.0949,0.0007,0.0006,0.3145,0.0002,9.7320,0.0135,2.4732,0.0215,1.5635,618791.1051,0.0000,0.0019,0.0001,0.0033,2.1299,0.7515,83.5836,9.3510,42.2830,209.3240,2257.0040,1.3343,181316.0547,46.3769,0.1276,160.1235,0.8264,146262.1549,1.2531,0.0000,0.0177,0.0903,24768.3912,0.0000,334942.5674,0.0012,0.1397,5.4460,2.2641,59.3698,14.4483,0.0045,0.0000,23.2147,21557.3753,1458.0477,0.1700,0.0003
